MSE,RMSE,MAE,R2_Score,Directional_Accuracy,Model,Fold,Stock
0.0001720822095785,0.0131180108849825,0.0099001114819964,-0.0262509843355374,0.4126984126984127,GRU,9,AAPL
0.0001803435330421,0.0134292044828481,0.0099459523006751,-0.0755192460415525,0.4126984126984127,Transformer,9,AAPL
0.0001713763260995,0.0130910781106654,0.0099842772997233,-0.0220412893478882,0.492063492063492,Stacked_Ensemble,9,AAPL
0.0005608673973581,0.0236826391552582,0.0170186990596372,-1.0081188074912073,0.5555555555555556,Naive,10,AAPL
0.000303870925266,0.0174318939093263,0.0122881829728454,-0.0879735975930613,0.5555555555555556,Ridge_Regression,10,AAPL
0.0003114737144219,0.0176486179181804,0.0127199837516935,-0.1151944771900763,0.4603174603174603,Random_Forest,10,AAPL
0.0003089992353341,0.0175783740810737,0.0119694846310242,-0.106334900009682,0.492063492063492,XGBoost,10,AAPL
0.0002815813330447,0.0167803853663959,0.0115890521410593,-0.008168371684696,0.6190476190476191,LSTM,10,AAPL
0.0003648213009905,0.0191002958351579,0.0135559702764141,-0.3061991467917275,0.3809523809523809,GRU,10,AAPL
0.000330875833086,0.0181899926631664,0.012504926605183,-0.1846614484887039,0.4761904761904761,Transformer,10,AAPL
0.0002899840726118,0.017028918715286,0.0118170713031354,-0.0382533782986498,0.5714285714285714,Stacked_Ensemble,10,AAPL
0.0003914881915621,0.0197860605367043,0.0156051193648455,-0.8193414162752559,0.492063492063492,Naive,11,AAPL
0.0002927815057584,0.0171108592933983,0.0136656465906476,-0.3606272956033585,0.4444444444444444,Ridge_Regression,11,AAPL
0.0002826613492743,0.0168125354802407,0.0134708767912356,-0.3135964522022314,0.4285714285714285,Random_Forest,11,AAPL
0.0002940846636265,0.017148896863255,0.0139751220850162,-0.3666833890755216,0.3968253968253968,XGBoost,11,AAPL
0.0002183811424827,0.0147777245367039,0.0107321061168904,-0.0148706030363978,0.5396825396825397,LSTM,11,AAPL
0.0002159479206396,0.014695166574068,0.0105060036997457,-0.0035628257661282,0.6190476190476191,GRU,11,AAPL
0.0002172432149549,0.0147391728042986,0.0108300071968636,-0.0095823753847608,0.4126984126984127,Transformer,11,AAPL
0.0002223675288771,0.0149119927869209,0.0114177708605288,-0.0333963160082722,0.4444444444444444,Stacked_Ensemble,11,AAPL
0.0002662425887109,0.0163169417695506,0.0127274710080144,-1.1454520871715603,0.5079365079365079,Naive,12,AAPL
0.0001362219743661,0.0116714169819309,0.0091262797319635,-0.0977121302697885,0.6190476190476191,Ridge_Regression,12,AAPL
0.000127546253564,0.0112936377471605,0.0087367750068228,-0.0278009136138581,0.5873015873015873,Random_Forest,12,AAPL
0.0001296053220723,0.0113844333224096,0.0090579058631009,-0.0443934236632752,0.6031746031746031,XGBoost,12,AAPL
0.0001273514109868,0.0112850082404401,0.0087530368700705,-0.0262308214053355,0.6349206349206349,LSTM,12,AAPL
0.0001249820548242,0.0111795373260378,0.0085767667649609,-0.007137932665175,0.6349206349206349,GRU,12,AAPL
0.0001312788332923,0.0114576975563289,0.0089830943791445,-0.0578790127159309,0.3809523809523809,Transformer,12,AAPL
0.0001225894242376,0.0110720108488785,0.0085728427775164,0.0121425074427672,0.6190476190476191,Stacked_Ensemble,12,AAPL
0.000618766805909,0.024875023736853,0.0193579038169365,-0.9394010934881534,0.4285714285714285,Naive,13,AAPL
0.0003784381577432,0.0194534870330032,0.0157991564880366,-0.1861388974585498,0.4126984126984127,Ridge_Regression,13,AAPL
0.0004358373484166,0.0208767178554651,0.0166150142143764,-0.3660452080337077,0.6349206349206349,Random_Forest,13,AAPL
0.0003560117295054,0.018868273092826,0.0148627452358786,-0.1158477327871383,0.5555555555555556,XGBoost,13,AAPL
0.0003316686868712,0.0182117733038626,0.0140546379718749,-0.0395493227032368,0.4444444444444444,LSTM,13,AAPL
0.0003284895092781,0.0181242795519765,0.0140002676019634,-0.0295848248640606,0.4444444444444444,GRU,13,AAPL
0.0003382385241267,0.018391262167853,0.0142192107734708,-0.0601411667315774,0.4285714285714285,Transformer,13,AAPL
0.0003329652934813,0.018247336613361,0.0143480806031748,-0.0436132774165216,0.4603174603174603,Stacked_Ensemble,13,AAPL
0.0019269306510038,0.0438968182332597,0.0257766566434794,-1.0464497600162947,0.5555555555555556,Naive,14,AAPL
0.0010254376479245,0.0320224553700134,0.0213383118429757,-0.0890410754603669,0.5238095238095238,Ridge_Regression,14,AAPL
0.0009111378635173,0.0301850602702284,0.0182846000954968,0.0323482263539633,0.5555555555555556,Random_Forest,14,AAPL
0.0009017857109442,0.0300297471009041,0.0183685928229141,0.0422804521861741,0.5555555555555556,XGBoost,14,AAPL
0.000946039862736,0.030757761016303,0.0185660071304151,-0.0047185917424554,0.5396825396825397,LSTM,14,AAPL
0.0009805719741419,0.0313140858742832,0.0189396001049865,-0.0413925794974339,0.5396825396825397,GRU,14,AAPL
